timetweet,isitweet,favcount,retwcount,id,name
2022-05-30 09:34:29,"b'RT @BadruddinAl: Kalau tdk kontrak dari awal,saya yakin para seponsor utama pasti tdk akan mau menjadi sponsor di formula E di jakarta,buka\xe2\x80\xa6'",0,1,1531207410546659329,saposikompak
2022-05-30 09:34:29,"b'RT @saidi_sudarsono: Kalau memang benar Kementerian Pariwisata dan Ekonomi Kreatif tidak memberikan dukungan Formula E, sebaiknya Pak Sandi\xe2\x80\xa6'",0,107,1531207410307969025,KIRA_Koey
2022-05-30 09:34:24,"b'RT @Gandawan: Kemenparekraf dan Kementerian BUMN, kalian dimana? Sedang berbuat apa?\nFormula E itu manfaatnya untuk rakyat dan bangsa Indon\xe2\x80\xa6'",0,363,1531207389416128513,emihsan99
2022-05-30 09:34:20,"b'RT @Gandawan: Para buzzeRP ini terus jungkir balik berharap Anies gagal.\nPadahal Formula E Jakarta menggunakan uang rakyat, untuk memberi m\xe2\x80\xa6'",0,155,1531207371963658240,DDRezhaa
2022-05-30 09:34:17,b'RT @bachrum_achmadi: Saat gelaran MotoGP mandalika Menpar Sandi Uno ikut promosikan. Tp menjelang Formula E digelar s/d hr ini spertinya bl\xe2\x80\xa6',0,730,1531207360626118658,AyahSyafar
2022-05-30 09:34:16,"b'RT @Mdy_Asmara1701: Tiket Formula E Jakarta 2022 Hampir Habis, Tersisa Kelas Ancol Festival\n\nWow dan disiarkan langsung di berbagai negara\xe2\x80\xa6'",0,144,1531207354959929345,DonFlamingo_
2022-05-30 09:34:06,b'RT @gembong_warsono: PDIP menilai atap tribun penonton Formula E roboh lantaran keinginan untuk terselenggaranya ajang balap mobil listrik\xe2\x80\xa6',0,23,1531207314002563074,Ogutz27
2022-05-30 09:34:00,b'RT @Penyuka_ombak: Gini kalau seorang bajingan pandai berbohong.\n\nDulu saat banyak yg protes pohon\xc2\xb2 di Monas ditebangi utk sirkuit Formula\xe2\x80\xa6',0,121,1531207288236613635,can4fam
2022-05-30 09:33:53,"b'@jijiksamakodok @NR53565863 @josephjvh832 @bachrum_achmadi Minum pipis unta aja dulu ya..\nOwh ia, udah beli tiket formula e belum? Hihihi'",0,0,1531207257408425984,parbellak_
2022-05-30 09:33:35,b'@kompascom SEMUA BUMN  Mendadak  KOMPAK Enggan mensponsori  EVEN FORMULA- E...\nPadahal ini Ajang Emas untuk membesarkan Nama BUMN.. Tega Sekali dengan BUMN.\nHanya Gara gara Ego kah ???\nkatanya  NKRI Harga Mati ??\nAMBYARRR...\nParahhh \nhahahahahaha',1,0,1531207181906984960,ari_plajoe
2022-05-30 09:33:16,"b'@keuangannews_id Siapa pun bisa bikin Formula E berjalan , karena tidak sehabat Formula 1 , reputasi AB naik hanya di DKI bukan di National dan dunia , karena ini bukan Formula 1\xf0\x9f\x98\x80\xf0\x9f\x98\x80'",0,0,1531207103352025088,jmelive
2022-05-30 09:33:16,b'RT @GusRachmat: Suatu peristiwa pahit merupakan aplikasi cinta Alloh Azza wa Jalla pada mahluk dunia. Saat kepahitan itu diterima dengan ik\xe2\x80\xa6',0,1,1531207103100035072,MahaBhisma
2022-05-30 09:33:15,b'@sandiuno @Kemenparekraf Gak promosikan event Formula E pak ?....kan itu event parawisata juga dan menyangkut nama Indonesia',0,0,1531207099937480705,CepCobra
2022-05-30 09:33:09,"b'@ChusnulCh__ @Gandawan @aniesbaswedan Tunggu di simpangan jalan formula E Bu, siapa tahu ada mobil formula E nyelonong kena ibu.. tapi kasihan mobilnya ???'",0,0,1531207074595540993,SalimLaw1
2022-05-30 09:33:06,b'RT @CNNIndonesia: Formula E Jakarta Pastikan Tak Pakai Jasa Pawang Hujan https://t.co/YNbc2OATLE',0,65,1531207063077986304,the_schloss
2022-05-30 09:33:02,b'RT @bachrum_achmadi: Saat gelaran MotoGP mandalika Menpar Sandi Uno ikut promosikan. Tp menjelang Formula E digelar s/d hr ini spertinya bl\xe2\x80\xa6',0,730,1531207044770168833,BalairungB
2022-05-30 09:33:02,b'RT @03__nakula: Perusahaan Tommy Winata jadi sponsor utama Formula E. \nTommy Winata salah satu Naga 9 yang selama ini dibenci pendukung Ani\xe2\x80\xa6',0,463,1531207044044566529,riksayuda
2022-05-30 09:32:59,"b'RT @saidi_sudarsono: Kalau memang benar Kementerian Pariwisata dan Ekonomi Kreatif tidak memberikan dukungan Formula E, sebaiknya Pak Sandi\xe2\x80\xa6'",0,107,1531207030337585152,pzhaka
2022-05-30 09:32:52,b'RT @Jipang563664101: Kadrun mingkem nyaris tak terdengar !!\nDengan Bir jadi seponsor dan runtuhnya tribun sirkuit Formula E.\nKadrun mana ?\xe2\x80\xa6',0,3,1531207000713232384,Herdimarley21
2022-05-30 09:32:49,"b""RT @democrazymedia: Demi Popularitas, Pengamat Prediksi Giring PSI dkk Bakal Bikin 'Kericuhan' di Ajang Formula E\nhttps://t.co/4dKd8J9eyB""",0,128,1531206991653134336,endangs119
2022-05-30 09:32:49,b'@kangmirdja @marlina_idha Mbak Rara full booked.. \nGa penting Formula E katanya',0,0,1531206990697213953,Belok_dong
2022-05-30 09:32:27,b'RT @joentakriver: Ini toh cara menjual Tiket Formula E \xf0\x9f\x98\x8f\nMakanya habis terjual....\xf0\x9f\x98\x86 https://t.co/pQ5QHzDa4P',0,57,1531206898623840256,Zuly_annie
2022-05-30 09:32:27,"b'RT @saidi_sudarsono: Kalau memang benar Kementerian Pariwisata dan Ekonomi Kreatif tidak memberikan dukungan Formula E, sebaiknya Pak Sandi\xe2\x80\xa6'",0,107,1531206896324993024,pasadenasl
2022-05-30 09:32:25,"b'RT @okezonenews: Mobil Formula E di Bundaran HI, Warga: Bikin Jakarta Maju dan Semakin Dikenal Dunia #LengkapCepatBeritanya #BeritaTerkini\xe2\x80\xa6'",0,215,1531206887986778112,rennonino
2022-05-30 09:32:16,b'RT @Paltiwest: Lah terus Heineken cetak tiket sendiri?!\n\nCuma pendukung Anies aja yang bisa kalian begok2in..\n\nYang lain mah pada tahulah m\xe2\x80\xa6',0,99,1531206853040173059,AAPurba1
2022-05-30 09:32:15,"b'RT @03__nakula: Kadrun sok\xc2\xb2an nolak Bir jadi sponsor Formula E, tapi menerima Bank jadi sponsor, padahal mereka bilang Bank itu RIBA. \xf0\x9f\xa4\xaa\n\nSe\xe2\x80\xa6'",0,211,1531206846064709633,rennonino
2022-05-30 09:32:14,b'RT @bachrum_achmadi: Saat gelaran MotoGP mandalika Menpar Sandi Uno ikut promosikan. Tp menjelang Formula E digelar s/d hr ini spertinya bl\xe2\x80\xa6',0,730,1531206844588429316,Nur05157485
2022-05-30 09:32:04,b'RT @TanHuihui19: Ternyat uang komitmend fee belum di bayar oleh DKI Patesan Mau di tuntut oleh FORMULA E HOLDINGS DI SINGAPORE Biaya Penyel\xe2\x80\xa6',0,210,1531206801970311168,Saliminbunyi_
2022-05-30 09:31:58,"b'Sdh gk laku, dipalsu lg tiketnya...sabar yaa druuun.\xf0\x9f\xa4\xa3\n\nCoba dong gratisin, kira2 ada yg mau nggak?\n https://t.co/nxoQlMs0kT'",0,0,1531206774593703936,jojorivai
2022-05-30 09:31:53,b'RT @joentakriver: Ini toh cara menjual Tiket Formula E \xf0\x9f\x98\x8f\nMakanya habis terjual....\xf0\x9f\x98\x86 https://t.co/pQ5QHzDa4P',0,57,1531206755765563392,TukangRitwiit
2022-05-30 09:31:47,"b'RT @Gandawan: Kemenparekraf dan Kementerian BUMN, kalian dimana? Sedang berbuat apa?\nFormula E itu manfaatnya untuk rakyat dan bangsa Indon\xe2\x80\xa6'",0,363,1531206729790197760,rzkkykurniawan
2022-05-30 09:31:32,b'RT @Felixsinaga: DKI telah salah mengambil keputusan melaksanakan Formula E...\n\nJelasnya Jakarta telah salah mengambil keputusan memilih An\xe2\x80\xa6',0,27,1531206667689291776,dji_sam_soe_234
2022-05-30 09:31:26,"b'RT @saidi_sudarsono: Kalau memang benar Kementerian Pariwisata dan Ekonomi Kreatif tidak memberikan dukungan Formula E, sebaiknya Pak Sandi\xe2\x80\xa6'",0,107,1531206642553200641,SSyuban
2022-05-30 09:31:19,b'@Gandawan @aniesbaswedan @sandiuno @erickthohir @jokowi Di awal\xc2\xb2 treak klo E Formula adalah hajatan Prov.DKI  @aniesbaswedan tanpa pernah mau konsultasi ke Pemerintah Pusat.\nSemua biaya ditanggung DKI dg penuh nafsu dan ambisi. Koq sekarang merengek minta bantuan Pem Pusat..?\nApa Pusat pernah merencanakan hajatan tsb..?',0,0,1531206613628903425,lho_koq
2022-05-30 09:31:14,b'RT @RokhanaSti: Jangan lupa ikut asuransi bagi yang mau nonton formula E https://t.co/FyonYdDmIm',0,56,1531206589637853184,Saliminbunyi_
2022-05-30 09:31:13,"b'RT @Lady_Zeebo: Formula E itu kampanye Anies, ga ada faedahnya buat rakyat..'",0,27,1531206586613366785,raoultara
2022-05-30 09:31:09,b'RT @Fredy_Santana01: @JoeMoli5 @kabildjafar @bachrum_achmadi Justru data itu menunjukjan kl Formula E anggatannya cukup... Iya kan..bkn spt\xe2\x80\xa6',0,1,1531206570373042177,Fredy_Santana01
2022-05-30 09:31:07,"b'@jon_hehe @cinggaro @dapitdong So what? Kadrun kek, yang penting masih waras. Admin bikin twit soal lucunya pemerintah yang terus berupaya menjegal Formula E, eh ente komen soal biaya. Emang situ tahu soal pembiayaan? Emang situ tahu teknisnya? Eh, kasih meme Sahroni. Ingat MotoGP itu pake duit Pertamina, cuk.'",0,0,1531206560239996928,LJauzaa
2022-05-30 09:30:59,"b'@msaid_didu Karna ga ada peminat nya .\nNtah siapa yg tau pembalap dari formula E , kecuali kadrun yg mulai searching"" di Gugel \xf0\x9f\x98\x82'",0,0,1531206529289838592,kurakurabrsayap
2022-05-30 09:30:59,b'@ChusnulCh__ Formula E terlalu di paksakan dan cm buang anggaran saja',0,0,1531206528258043904,MahaGur24314972
2022-05-30 09:30:59,b'RT @bachrum_achmadi: Saat gelaran MotoGP mandalika Menpar Sandi Uno ikut promosikan. Tp menjelang Formula E digelar s/d hr ini spertinya bl\xe2\x80\xa6',0,730,1531206526483849216,C_irenk
2022-05-30 09:30:55,b'@JoeMoli5 @kabildjafar @bachrum_achmadi Justru data itu menunjukjan kl Formula E anggatannya cukup... Iya kan..bkn spt apa yg kamu katakan... \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/UkNTaCY49W',1,1,1531206510130262016,Fredy_Santana01
2022-05-30 09:30:50,b'RT @tempodotco: Panitia Pastikan Tidak Ada Iklan Bir di Formula E Jakarta https://t.co/p4K8WR4K8j #TempoMetro',0,46,1531206490383863808,daningWN
2022-05-30 09:30:46,"b'RT @_memoryusang: Ternyata gaes....\n\nbegini nih cara penjegalan ticket Formula E...\n\nHello buzzer balkot,\nada sanggahan kaga neh...\nternyat\xe2\x80\xa6'",0,9,1531206474570928129,OnJustAnt
2022-05-30 09:30:39,"b'@_ekokuntadhi Promonya maksa banget sih, njirrr,, beli tiket formula E nikmati SeaWorld dan lainnya, beli 2 karton heineken dpt 1 tiket formula Ee \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'",0,0,1531206443680305152,RaFatmawati
2022-05-30 09:30:36,"b'RT @OposisiCerdas: Giring dan PSI Bakal Bikin Kericuhan di Sirkuit Formula E, Pengamat: Upaya untuk Dapat Popularitas\nhttps://t.co/WJ3e24mM\xe2\x80\xa6'",0,14,1531206431923642368,WindaAgoestinaz
2022-05-30 09:30:25,"b""RT @democrazymedia: Demi Popularitas, Pengamat Prediksi Giring PSI dkk Bakal Bikin 'Kericuhan' di Ajang Formula E\nhttps://t.co/4dKd8J9eyB""",0,128,1531206385957908480,ucoxregar
2022-05-30 09:30:24,"b'RT @MrsRachelIn: Trus sisanya 4 tahun kedepan siapa yang bayar ? \n\nAnies Diingatkan Harus Bayar Formula E 5 Tahun, Wagub DKI: Sudah Berpros\xe2\x80\xa6'",0,51,1531206383819177984,lapantilu
2022-05-30 09:30:23,b'RT @Mdy_Asmara1701: Semoga pergelaran balap Formula E di JIEC berjalan lancar dan sukses \xf0\x9f\x92\xaa https://t.co/PJTNDeioO1',0,742,1531206379595530240,FrmsyhAjaa02
2022-05-30 09:30:23,"b'RT @aniesmania: Wah\xe2\x80\xbc\xef\xb8\x8f Kok PDIP Sekarang Dukung Formula E, Buzzer Genjer pingsan lihat ini \xf0\x9f\xa4\xad\n\n#Anies #AniesBaswedan https://t.co/PmLyqqssDp'",0,35,1531206378559131649,endangs119
2022-05-30 09:30:17,"b'RT @maspiyuaja: Tiket Formula E Jakarta 2022 Ludes, Tersisa Kelas Paling Murah Ancol Festival (Diluar Sirkuit) https://t.co/RXnyfcSIK5 http\xe2\x80\xa6'",0,77,1531206354291298305,arkan_arkano
2022-05-30 09:30:15,"b'RT @alisyarief: Kita ingat semua ya, siapa @sandiuno , menjadi politikus dan dikenal umum karena bersama @aniesbaswedan saat Pilgub DKI dul\xe2\x80\xa6'",0,928,1531206342307770370,Fajar16904904
2022-05-30 09:30:14,b'RT @MrsRachelIn: \xf0\x9f\xa4\x94\n\nJakarta Terancam Digugat ke Pengadilan Internasional jika Tidak Bayar Commitment Fee Formula E https://t.co/2iwFf9UXhz\xe2\x80\xa6',0,24,1531206340068397056,RajaasaTarigan
2022-05-30 09:30:07,"b'RT @ZainalAbdiAlam4: @yusuf_dumdum Tribun penonton Formula E yanv ambruk sudah di perbaiki...\nBytheway,bagaimana kabar nya kota Semarang,su\xe2\x80\xa6'",0,3,1531206310947016704,mashursiregar
2022-05-30 09:30:02,"b'RT @didienAZHAR: JIS, Formula E, dan Anies Baswedan bagaikan denyut napas NKRI di dalam rezim amburadul. https://t.co/3L2h67G6wb'",0,778,1531206288243232769,waroengbranded
2022-05-30 09:29:59,b'RT @arieffad: @GeiszChalifah Sandiaga Uno getol banget sama Mandalika ... Formula E kok diam\xc2\xb2 aja ... padahal ini berhubungan dengan Pariwi\xe2\x80\xa6',0,28,1531206278378561536,UmarMartak3
2022-05-30 09:29:59,b'RT @Lucknuut: Seprti ini toh cara mereka habiskan tiket Formula E\xf0\x9f\xa4\x94\xf0\x9f\x98\xb7\xf0\x9f\xab\xa2 https://t.co/LY812Yvx4G',0,42,1531206275379257344,GagakNew
2022-05-30 09:29:58,"b'RT @firzahusainInc: Wah ngeri nih klu pas balap Formula E terjadi banjir rob, mobil2 listriknya bisa nyetrum \xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\xa4\xad https://t.co/T8K9G8w3U7'",0,78,1531206274175578113,adiepetruk
2022-05-30 09:29:57,"b'Mengapa sekarang PDIP mendukung Formula E, masyarakat Politik memiliki Perspektif yang beragam tentang Dukungan itu ( bisa untuk menarik simpati publik dan bisa juga untuk sebuah jalinan persahabatan menjelang 2024 ) #hening @asboedionoid https://t.co/jmPzotsRs4'",0,0,1531206267699462145,asboediono_id
2022-05-30 09:29:57,"b'@yusuf_dumdum Ebong LGBT berfikir keras ,hati nya galau lihat formula E semakin dekat pelaksanaan nya'",0,0,1531206266986430465,mashursiregar
2022-05-30 09:29:54,"b'RT @OposisiCerdas: Giring dan PSI Bakal Bikin Kericuhan di Sirkuit Formula E, Pengamat: Upaya untuk Dapat Popularitas\nhttps://t.co/WJ3e24mM\xe2\x80\xa6'",0,14,1531206254739488768,BunnedU23
2022-05-30 09:29:54,"b'RT @maspiyuaja: Ini Yang Dikhawatirkan... Jika Formula E Sukses, Reputasi Anies Makin Menggema Tingkat Nasional dan Internasional https://t\xe2\x80\xa6'",0,1126,1531206253808336896,FrmsyhAjaa02
2022-05-30 09:29:50,"b'RT @Syarman59: Mulai ngeles, maju kena mundur kena @Roni_ASC\nhttps://t.co/ebHz4Ur7bM'",0,54,1531206239287652352,Indones30065690
2022-05-30 09:29:45,b'RT @NadinHang: Buat yang mau nonton formula E.... Sedia helm sebelum nonton ya \xf0\x9f\x98\x81 https://t.co/MS8OV2KOVm',0,3,1531206219582492672,mamamumula
2022-05-30 09:29:38,b'@ZoelFawzie Penyelenggara Formula E Carut marut semua',0,0,1531206190474366976,JulBayur3
2022-05-30 09:29:37,b'RT @KicauSunyi: Kemaren si TATAKan pantat Gotbener @tatakujiyati ngotot histeris bilang ga ada fee fee an... Padahal Wan Liciqiyah udah tan\xe2\x80\xa6',0,2,1531206185059504129,BambangTenan
2022-05-30 09:29:36,"b'RT @AzzamIzzulhaq: Bro @sandiuno \n\nFormula E apakah bagian dari hal yg meningkatkan ekonomi khususnya bidang pariwisata? Jika iya, saya kok\xe2\x80\xa6'",0,245,1531206182492569600,ika609
2022-05-30 09:29:34,"b'RT @GeiszChalifah: Jaman sy masih mahasiswa, Senior sy bang Fachry Ali Mengatakan: jangan memahami berita sebatas yg tertulis di koran tapi\xe2\x80\xa6'",0,273,1531206171595788289,rang_simabua
2022-05-30 09:29:24,"b'RT @Paulus_willy: Jadwal Formula E Jakarta 2022, Siapa Bakal Rajai Balapan Bersejarah di Indonesia?\n\n&gt;Dan untuk pertama kali dalam sejarah\xe2\x80\xa6'",0,32,1531206130760040448,rsdnetid
2022-05-30 09:29:22,"b'RT @saidi_sudarsono: Kalau memang benar Kementerian Pariwisata dan Ekonomi Kreatif tidak memberikan dukungan Formula E, sebaiknya Pak Sandi\xe2\x80\xa6'",0,107,1531206122144944128,Pentolcilok3
2022-05-30 09:29:22,"b'RT @dapitdong: Formula E ini lucu, awal rencana di Monas, ternyata ditolak dgn berbagai alasan. Lagi2 yg nolak itu Buzzer2 dan didengar pen\xe2\x80\xa6'",0,235,1531206121511620608,joelpote
2022-05-30 09:29:21,b'RT @aniesmania: Ibu-ibu jadi paham sama pentingnya event Formula E sebagai menurunkan emisi. Kendaraan berbasis listrik adalah masa depan.\xe2\x80\xa6',0,41,1531206119284084736,anakodok2009
2022-05-30 09:29:21,b'RT @bachrum_achmadi: Saat gelaran MotoGP mandalika Menpar Sandi Uno ikut promosikan. Tp menjelang Formula E digelar s/d hr ini spertinya bl\xe2\x80\xa6',0,730,1531206116129972225,Wa__82
2022-05-30 09:29:13,b'RT @CNNIndonesia: Formula E Jakarta Pastikan Tak Pakai Jasa Pawang Hujan https://t.co/YNbc2OATLE',0,65,1531206084706201601,rzkkykurniawan
2022-05-30 09:29:09,"b'RT @Ari3Pras: Soal Atap Tribun Formula E Roboh, akhirnya @aniesbaswedan \n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\nHanya Lempar Senyum\n\nhttps://t.c\xe2\x80\xa6'",0,34,1531206068134588416,OnJustAnt
2022-05-30 09:29:08,"b'RT @ChusnulCh__: Atap Tribun Formula E Ambruk, Chusnul Chotimah: Apa Begini Gak Bikin Malu Negara?\nhttps://t.co/Hkhb2ar4tr'",0,28,1531206064389378051,Saliminbunyi_
2022-05-30 09:29:05,b'RT @NyaiiBubu: Ciyee ada yang sibuk ngurusi Tiket Palsu Formula E ...\n.\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/STqunFvcrx',0,63,1531206050204250113,rosela_setia
2022-05-30 09:29:04,b'RT @Paltiwest: Lah terus Heineken cetak tiket sendiri?!\n\nCuma pendukung Anies aja yang bisa kalian begok2in..\n\nYang lain mah pada tahulah m\xe2\x80\xa6',0,99,1531206047771545603,Ali3nRunn3r
2022-05-30 09:29:02,"b""RT @democrazymedia: Demi Popularitas, Pengamat Prediksi Giring PSI dkk Bakal Bikin 'Kericuhan' di Ajang Formula E\nhttps://t.co/4dKd8J9eyB""",0,128,1531206036165492738,MuhSaIrman
2022-05-30 09:29:01,"b'RT @firzahusainInc: Harusnya dulu Abas survey, siapa2 sponsor global Formula E, klu ada produk bir dan wine mending jangan mengingat penduk\xe2\x80\xa6'",0,76,1531206034592698368,michellejakbar
2022-05-30 09:28:55,"b'RT @BossTemlen: Ajang internasional Formula E ada sponsor dari perusahan BUMN gak ya? Klo gak ada, itu artinya membuktikan bahwa dalam seka\xe2\x80\xa6'",0,93,1531206007397183489,Modin79Muhidin
2022-05-30 09:28:46,"b'RT @SlikhaToun: Hikmah jokowi  tolak Formula E Dimonas ,stadion Jiz  akan disorot 170 negara  Alhmdulillah \xf0\x9f\xa4\xb2ya Allah,semoga pk Anies diberi\xe2\x80\xa6'",0,189,1531205971963686913,FrmsyhAjaa02
2022-05-30 09:28:30,"b'RT @GeiszChalifah: Jaman sy masih mahasiswa, Senior sy bang Fachry Ali Mengatakan: jangan memahami berita sebatas yg tertulis di koran tapi\xe2\x80\xa6'",0,273,1531205903516438533,WiyonoHw
2022-05-30 09:28:14,b'RT @NyaiiBubu: Sumbernya \n\nhttps://t.co/AN2cn8pLKm',0,4,1531205836672204800,moekartho
2022-05-30 09:28:08,b'@bs_vito salut dgn warga Jakarta sudah menganggap banjir bagian dari tradisi.hehehe sabar ya pak GABENER ente lagi sibuk ngurusin Formula E .. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',0,0,1531205809606053889,robino_wijaya
2022-05-30 09:28:04,b'XL Axiata Siap Sukseskan Ajang Balap Mobil Formula E di Jakarta Lewat Jaringan 5G https://t.co/rfjQIpbBiP',0,0,1531205794221281285,GoSumutdotcom
2022-05-30 09:27:54,b'Formula E Anak tiri',0,0,1531205753234546688,Syahidakbar_
2022-05-30 09:27:52,b'Pekerja kontraktor diminta tuntaskan proses akreditasi dan tukar kartu akses masuk Formula E https://t.co/FgfnCVfFgu',0,0,1531205745613873152,Antara_Kalteng
2022-05-30 09:27:52,"b'RT @Gandawan: Kemenparekraf dan Kementerian BUMN, kalian dimana? Sedang berbuat apa?\nFormula E itu manfaatnya untuk rakyat dan bangsa Indon\xe2\x80\xa6'",0,363,1531205743537696768,BalairungB
2022-05-30 09:27:52,b'@marlina_idha Jangan lupa kalau nonton balapan Formula E pake helm yaaaa. Takut ada atap yg roboh lagii.. Bahaya loh itu kan rangka besi .. Keselamatan penonton jauh lebih penting dari Pada Si Amies WesEdan... \xf0\x9f\x98\x9b\xf0\x9f\xa4\xa3\xe2\x9c\x8c\xf0\x9f\x8f\xbe',0,0,1531205742241275904,Ghaussada_II
2022-05-30 09:27:50,"b'RT @Gandawan: Kemenparekraf dan Kementerian BUMN, kalian dimana? Sedang berbuat apa?\nFormula E itu manfaatnya untuk rakyat dan bangsa Indon\xe2\x80\xa6'",0,363,1531205735635648514,Boediantar4
2022-05-30 09:27:49,b'RT @Lucknuut: Seprti ini toh cara mereka habiskan tiket Formula E\xf0\x9f\xa4\x94\xf0\x9f\x98\xb7\xf0\x9f\xab\xa2 https://t.co/LY812Yvx4G',0,42,1531205732062076929,Endriyanson
2022-05-30 09:27:47,"b'RT @hipohan: Habis2an di Mandalika @Kemenparekraf &amp; @KemenBUMN tak terdengar suaranya di Formula E, meski sama2 event internasional yg bawa\xe2\x80\xa6'",0,17,1531205721748291584,pauhamg
2022-05-30 09:27:41,b'RT @bachrum_achmadi: Saat gelaran MotoGP mandalika Menpar Sandi Uno ikut promosikan. Tp menjelang Formula E digelar s/d hr ini spertinya bl\xe2\x80\xa6',0,730,1531205697420943366,Syahidakbar_
2022-05-30 09:27:33,"b'RT @tatakujiyati: Hoaks. Pertama, tidak ada FEH yg ada FEO (Formula E Operation). Kedua, poin2 dlm MOU tsb sdh berhasil dinegosiasi ulang.\xe2\x80\xa6'",0,88,1531205666563469313,GreenCooper21
2022-05-30 09:27:33,"b'RT @Ari3Pras: Soal Atap Tribun Formula E Roboh, akhirnya @aniesbaswedan \n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\n.\n\nHanya Lempar Senyum\n\nhttps://t.c\xe2\x80\xa6'",0,34,1531205665167114243,RaniaRohani
2022-05-30 09:27:26,"b'RT @OposisiCerdas: Giring dan PSI Bakal Bikin Kericuhan di Sirkuit Formula E, Pengamat: Upaya untuk Dapat Popularitas\nhttps://t.co/WJ3e24mM\xe2\x80\xa6'",0,14,1531205633189376001,AlayBerisik
2022-05-30 09:27:25,b'RT @Penyuka_ombak: Gini kalau seorang bajingan pandai berbohong.\n\nDulu saat banyak yg protes pohon\xc2\xb2 di Monas ditebangi utk sirkuit Formula\xe2\x80\xa6',0,121,1531205630148886528,Saliminbunyi_
2022-05-30 09:27:23,"b'Formula E Holdings Limited (FEH) Mengancam gugat Pemprov DKI Jakarta di Pengadilan Arbitrase di Singapura terkait Commitment fee balapan Formula E selama 5 tahun. Totalnya, trilyunan! dan juga pembayaran asuransi sekitar Rp 550 miliar . WAWWWWW\n\nhttps://t.co/JTujB6TVOU'",1,1,1531205624520126464,Ayunin___
2022-05-30 09:27:13,"b'RT @Gandawan: Kemenparekraf dan Kementerian BUMN, kalian dimana? Sedang berbuat apa?\nFormula E itu manfaatnya untuk rakyat dan bangsa Indon\xe2\x80\xa6'",0,363,1531205581557891077,endhaxcv
2022-05-30 09:27:02,"b""RT @democrazymedia: Demi Popularitas, Pengamat Prediksi Giring PSI dkk Bakal Bikin 'Kericuhan' di Ajang Formula E\nhttps://t.co/4dKd8J9eyB""",0,128,1531205536188084225,SSyuban
2022-05-30 09:27:02,"b'RT @bobby_risakotta: Yang jadi pertanyaan di pagii ini, sama2 kena ujan badai, kenapa cuma atap Tribun Formula E yang roboh padahal 100 m d\xe2\x80\xa6'",0,537,1531205534392946688,Saliminbunyi_
2022-05-30 09:27:00,"b'RT @KompasTV: Atap Tribun Penonton Formula E Terbawa Angin, PDIP: Persiapan Tidak Matang https://t.co/QT9WLHoMui https://t.co/vR25ZupvwV'",0,3,1531205525895286784,Bambangelf
2022-05-30 09:26:59,b'Formula E Holdings Ancam Gugat Pemprov DKI Di Pengadilan Arbitrase Singapura https://t.co/wT8b1B35e4\n\nWaduh',1,1,1531205521075605505,didie_tedjo1
2022-05-30 09:26:51,"b'RT @Syarman59: Mulai ngeles, maju kena mundur kena @Roni_ASC\nhttps://t.co/ebHz4Ur7bM'",0,54,1531205488821428224,OnJustAnt
2022-05-30 09:26:51,b'RT @TanHuihui19: Rincian yg harus di bayar ke \nFormula E Holdings ini \nMerupakan komidmen fee \nYg wajib di bayar Pemkot \nDKI jika tidak aka\xe2\x80\xa6',0,81,1531205487173111809,TukangRitwiit
2022-05-30 09:26:48,"b'RT @Gandawan: Kemenparekraf dan Kementerian BUMN, kalian dimana? Sedang berbuat apa?\nFormula E itu manfaatnya untuk rakyat dan bangsa Indon\xe2\x80\xa6'",0,363,1531205476989292544,AlayBerisik
2022-05-30 09:26:25,b'RT @Paltiwest: Lah terus Heineken cetak tiket sendiri?!\n\nCuma pendukung Anies aja yang bisa kalian begok2in..\n\nYang lain mah pada tahulah m\xe2\x80\xa6',0,99,1531205380126445574,Saliminbunyi_
2022-05-30 09:26:23,"b'RT @musksigit: PLN promosiin penggunaan mobil listrik,motor listrik, kompor listrik dll, tapi kok gak sponsorin formula E?'",0,500,1531205370227863552,Santi_awat
2022-05-30 09:26:13,"b'RT @HeriSuwondo2: Dulu Keras Mengkritisi, Kini PDIP Ajak Masyarakat Dukung &amp; Sukseskan Formula E. Ini bagian dari strategi para politikus b\xe2\x80\xa6'",0,114,1531205327210745856,AsepIswara
2022-05-30 09:26:03,"b'RT @BossTemlen: Ajang internasional Formula E ada sponsor dari perusahan BUMN gak ya? Klo gak ada, itu artinya membuktikan bahwa dalam seka\xe2\x80\xa6'",0,93,1531205285532270592,SSyuban
2022-05-30 09:26:01,b'RT @aniesmania: Ibu-ibu jadi paham sama pentingnya event Formula E sebagai menurunkan emisi. Kendaraan berbasis listrik adalah masa depan.\xe2\x80\xa6',0,41,1531205277118525441,rustambyahya
